review_id,rating,entity_text,entity_label,entity_description
892,1,Hawthorne,GPE,"Countries, cities, states"
893,1,these days,DATE,Absolute or relative dates or periods
893,1,Hawthorne,PERSON,"People, including fictional"
894,1,American,NORP,Nationalities or religious or political groups
894,1,American,NORP,Nationalities or religious or political groups
895,2,Hawthorne,GPE,"Countries, cities, states"
895,2,Scarlet Letter,ORG,"Companies, agencies, institutions, etc."
895,2,American,NORP,Nationalities or religious or political groups
895,2,Hester Prynne,PERSON,"People, including fictional"
895,2,The Custom House,WORK_OF_ART,"Titles of books, songs, etc."
896,2,AP,ORG,"Companies, agencies, institutions, etc."
896,2,Nathaniel Hawthorne's,PERSON,"People, including fictional"
896,2,Scarlet Letter,ORG,"Companies, agencies, institutions, etc."
896,2,English,LANGUAGE,Any named language
896,2,11,CARDINAL,Numerals that do not fall under another type
896,2,the AP Literature and Composition Test,ORG,"Companies, agencies, institutions, etc."
896,2,this year,DATE,Absolute or relative dates or periods
896,2,one,CARDINAL,Numerals that do not fall under another type
896,2,the day,DATE,Absolute or relative dates or periods
896,2,AP,ORG,"Companies, agencies, institutions, etc."
896,2,AP Literature,ORG,"Companies, agencies, institutions, etc."
897,2,Classic,WORK_OF_ART,"Titles of books, songs, etc."
897,2,Hester Prynne,PERSON,"People, including fictional"
897,2,Angel,PERSON,"People, including fictional"
897,2,One,CARDINAL,Numerals that do not fall under another type
897,2,Nathaniel Hawthorne's,PERSON,"People, including fictional"
898,2,One,CARDINAL,Numerals that do not fall under another type
898,2,one,CARDINAL,Numerals that do not fall under another type
898,2,bush,PERSON,"People, including fictional"
898,2,Nature,WORK_OF_ART,"Titles of books, songs, etc."
898,2,Scarlet Letter,ORG,"Companies, agencies, institutions, etc."
899,1,Hawaii,GPE,"Countries, cities, states"
899,1,leis,PERSON,"People, including fictional"
899,1,Plumeria,WORK_OF_ART,"Titles of books, songs, etc."
900,2,Seattle,GPE,"Countries, cities, states"
900,2,this year,DATE,Absolute or relative dates or periods
900,2,Seattle,GPE,"Countries, cities, states"
900,2,summer,DATE,Absolute or relative dates or periods
900,2,100%,PERCENT,"Percentage, including ""%"""
901,2,one,CARDINAL,Numerals that do not fall under another type
901,2,Arnold,PERSON,"People, including fictional"
902,1,Arnold,PERSON,"People, including fictional"
902,1,3,CARDINAL,Numerals that do not fall under another type
903,2,Don Quixote,ORG,"Companies, agencies, institutions, etc."
904,2,one,CARDINAL,Numerals that do not fall under another type
904,2,Anthony Starke,PERSON,"People, including fictional"
904,2,"J. Stephen ""Rock"" Peace",PERSON,"People, including fictional"
904,2,Wilbur Finletter,PERSON,"People, including fictional"
904,2,the Killer Tomato Triolgy,ORG,"Companies, agencies, institutions, etc."
905,2,Fricken Sweet,PERSON,"People, including fictional"
905,2,6,CARDINAL,Numerals that do not fall under another type
906,2,1980,DATE,Absolute or relative dates or periods
906,2,George Clooney,PERSON,"People, including fictional"
906,2,The Killer Tomatoes,ORG,"Companies, agencies, institutions, etc."
906,2,France,GPE,"Countries, cities, states"
907,2,100,CARDINAL,Numerals that do not fall under another type
907,2,first,ORDINAL,"""first"", ""second"", etc."
907,2,Monsturds,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
907,2,first,ORDINAL,"""first"", ""second"", etc."
907,2,5,CARDINAL,Numerals that do not fall under another type
908,1,first,ORDINAL,"""first"", ""second"", etc."
908,1,Killer Tomatoes,ORG,"Companies, agencies, institutions, etc."
909,1,two,CARDINAL,Numerals that do not fall under another type
910,1,Forever,WORK_OF_ART,"Titles of books, songs, etc."
910,1,Little Steven &,ORG,"Companies, agencies, institutions, etc."
910,1,the Disciples of Soul,WORK_OF_ART,"Titles of books, songs, etc."
910,1,the .99 cents,EVENT,"Named hurricanes, battles, wars, sports events, etc."
910,1,Little Steven,PERSON,"People, including fictional"
911,2,Sassy,ORG,"Companies, agencies, institutions, etc."
911,2,two,CARDINAL,Numerals that do not fall under another type
911,2,Sassy,ORG,"Companies, agencies, institutions, etc."
918,1,only about 20 minutes,TIME,Times smaller than a day
919,2,Gerber Bowl,EVENT,"Named hurricanes, battles, wars, sports events, etc."
921,2,third,ORDINAL,"""first"", ""second"", etc."
921,2,Everyman,PERSON,"People, including fictional"
921,2,Rackham,PERSON,"People, including fictional"
922,2,month,DATE,Absolute or relative dates or periods
922,2,Vietnam,GPE,"Countries, cities, states"
922,2,Cambodia,GPE,"Countries, cities, states"
922,2,Cambodia,GPE,"Countries, cities, states"
922,2,Angkor,ORG,"Companies, agencies, institutions, etc."
922,2,Phnomh Penh,GPE,"Countries, cities, states"
922,2,Siem Reap,PERSON,"People, including fictional"
922,2,Vietnam,GPE,"Countries, cities, states"
922,2,the Lonely Planet,LOC,"Non-GPE locations, mountain ranges, bodies of water"
922,2,Vietnam,GPE,"Countries, cities, states"
922,2,Cambodia,GPE,"Countries, cities, states"
922,2,the Lonely Planet,LOC,"Non-GPE locations, mountain ranges, bodies of water"
923,1,Cambodia,GPE,"Countries, cities, states"
923,1,July 1999,DATE,Absolute or relative dates or periods
923,1,Pol Pot,PERSON,"People, including fictional"
923,1,Cambodia,GPE,"Countries, cities, states"
924,1,1996,DATE,Absolute or relative dates or periods
924,1,Asia,LOC,"Non-GPE locations, mountain ranges, bodies of water"
924,1,Laos,GPE,"Countries, cities, states"
924,1,the past three years,DATE,Absolute or relative dates or periods
924,1,1996,DATE,Absolute or relative dates or periods
924,1,about $2,MONEY,"Monetary values, including unit"
924,1,Laos,GPE,"Countries, cities, states"
924,1,this past August 1998,DATE,Absolute or relative dates or periods
924,1,Australian,NORP,Nationalities or religious or political groups
924,1,Nong Khai,GPE,"Countries, cities, states"
924,1,Thailand,GPE,"Countries, cities, states"
924,1,Laos,GPE,"Countries, cities, states"
925,1,first,ORDINAL,"""first"", ""second"", etc."
926,1,10-year old,DATE,Absolute or relative dates or periods
929,2,today,DATE,Absolute or relative dates or periods
930,1,Adam Sandler,PERSON,"People, including fictional"
930,1,Adam Sandler,PERSON,"People, including fictional"
930,1,Jerry Lewis,PERSON,"People, including fictional"
931,1,One,CARDINAL,Numerals that do not fall under another type
931,1,Adam Sandler,PERSON,"People, including fictional"
932,1,the day,DATE,Absolute or relative dates or periods
933,1,a sweet Christmas,DATE,Absolute or relative dates or periods
933,1,A Christmas Carol,WORK_OF_ART,"Titles of books, songs, etc."
933,1,Grinch,PERSON,"People, including fictional"
933,1,Beavis and Butthead,PERSON,"People, including fictional"
934,1,Adam Sandler's,PERSON,"People, including fictional"
934,1,eight,CARDINAL,Numerals that do not fall under another type
935,1,Adam Sandler,PERSON,"People, including fictional"
936,1,8,CARDINAL,Numerals that do not fall under another type
936,1,One,CARDINAL,Numerals that do not fall under another type
936,1,Christmas,DATE,Absolute or relative dates or periods
936,1,five minutes,TIME,Times smaller than a day
936,1,4.00,MONEY,"Monetary values, including unit"
937,1,Story,PERSON,"People, including fictional"
937,1,Deeds,PERSON,"People, including fictional"
937,1,Adam Sandler,PERSON,"People, including fictional"
937,1,the Chanukah Song,PERSON,"People, including fictional"
937,1,Jew,NORP,Nationalities or religious or political groups
937,1,Chanukah,ORG,"Companies, agencies, institutions, etc."
937,1,only two,CARDINAL,Numerals that do not fall under another type
937,1,Whitey,PERSON,"People, including fictional"
937,1,Stone,ORG,"Companies, agencies, institutions, etc."
938,1,1,CARDINAL,Numerals that do not fall under another type
938,1,zero,CARDINAL,Numerals that do not fall under another type
938,1,the first 30 minutes,TIME,Times smaller than a day
938,1,30 minutes,TIME,Times smaller than a day
938,1,10 minutes,TIME,Times smaller than a day
938,1,day,DATE,Absolute or relative dates or periods
939,1,Eight Crazy Nights,TIME,Times smaller than a day
939,1,the first half-hour,DATE,Absolute or relative dates or periods
941,2,8,CARDINAL,Numerals that do not fall under another type
941,2,Adam Sandler,PERSON,"People, including fictional"
942,1,Sandler,ORG,"Companies, agencies, institutions, etc."
942,1,Eight Crazy Nights,TIME,Times smaller than a day
942,1,movie(following Little Nicky and Mr Deeds,WORK_OF_ART,"Titles of books, songs, etc."
942,1,Adam Sandler,PERSON,"People, including fictional"
942,1,the past two years,DATE,Absolute or relative dates or periods
942,1,Eight Crazy Nights,TIME,Times smaller than a day
942,1,toiler,ORG,"Companies, agencies, institutions, etc."
942,1,one,CARDINAL,Numerals that do not fall under another type
942,1,Eight Crazy Ways,ORG,"Companies, agencies, institutions, etc."
943,1,about 5,CARDINAL,Numerals that do not fall under another type
943,1,6,CARDINAL,Numerals that do not fall under another type
944,1,Simpsons,ORG,"Companies, agencies, institutions, etc."
944,1,South Park,LOC,"Non-GPE locations, mountain ranges, bodies of water"
944,1,Sandler,PERSON,"People, including fictional"
944,1,SNL,ORG,"Companies, agencies, institutions, etc."
944,1,half,CARDINAL,Numerals that do not fall under another type
944,1,Sandler,ORG,"Companies, agencies, institutions, etc."
945,1,Christams Movie,PERSON,"People, including fictional"
945,1,Whitney,ORG,"Companies, agencies, institutions, etc."
945,1,Woody Allen,PERSON,"People, including fictional"
945,1,Elenaor,PERSON,"People, including fictional"
945,1,Whitney,PERSON,"People, including fictional"
945,1,Whitney,PERSON,"People, including fictional"
945,1,Whitney,PERSON,"People, including fictional"
945,1,Whitney,PERSON,"People, including fictional"
945,1,Santa,GPE,"Countries, cities, states"
946,1,Sandler,ORG,"Companies, agencies, institutions, etc."
946,1,Sandler,ORG,"Companies, agencies, institutions, etc."
949,2,Adam Sandler,PERSON,"People, including fictional"
949,2,years,DATE,Absolute or relative dates or periods
949,2,Two,CARDINAL,Numerals that do not fall under another type
950,2,Sandler,ORG,"Companies, agencies, institutions, etc."
950,2,Whitey,GPE,"Countries, cities, states"
950,2,HILARIOUS,ORG,"Companies, agencies, institutions, etc."
950,2,Whitey,GPE,"Countries, cities, states"
950,2,13,CARDINAL,Numerals that do not fall under another type
951,2,Adam Sandler,PERSON,"People, including fictional"
951,2,2,CARDINAL,Numerals that do not fall under another type
952,2,the holiday season,DATE,Absolute or relative dates or periods
952,2,Whitey,GPE,"Countries, cities, states"
952,2,Davey,PERSON,"People, including fictional"
953,1,Childrens Humor Not Suitable,PERSON,"People, including fictional"
953,1,first,ORDINAL,"""first"", ""second"", etc."
953,1,an Adam Sandler,PERSON,"People, including fictional"
953,1,SNL,ORG,"Companies, agencies, institutions, etc."
953,1,Billy Madison,PERSON,"People, including fictional"
953,1,Punch-Drunk Love,ORG,"Companies, agencies, institutions, etc."
953,1,Eight Crazy,WORK_OF_ART,"Titles of books, songs, etc."
953,1,Whitey,PERSON,"People, including fictional"
953,1,Sandler,ORG,"Companies, agencies, institutions, etc."
953,1,Davey Stone,ORG,"Companies, agencies, institutions, etc."
953,1,the first 10 minutes,TIME,Times smaller than a day
953,1,three,CARDINAL,Numerals that do not fall under another type
953,1,Sandler,ORG,"Companies, agencies, institutions, etc."
953,1,first,ORDINAL,"""first"", ""second"", etc."
954,1,Adam Sandler,PERSON,"People, including fictional"
954,1,Eight Crazy Nights,TIME,Times smaller than a day
954,1,Eight Crazy Nights,TIME,Times smaller than a day
954,1,the 2 hours,TIME,Times smaller than a day
954,1,1.,CARDINAL,Numerals that do not fall under another type
954,1,2,CARDINAL,Numerals that do not fall under another type
954,1,one,CARDINAL,Numerals that do not fall under another type
954,1,Amazon,ORG,"Companies, agencies, institutions, etc."
954,1,at least one,CARDINAL,Numerals that do not fall under another type
955,1,Adam Sandler,PERSON,"People, including fictional"
955,1,Billy Madison,PERSON,"People, including fictional"
955,1,Happy Gilmore,PERSON,"People, including fictional"
955,1,Sandler,PERSON,"People, including fictional"
955,1,Virginia,GPE,"Countries, cities, states"
956,1,1,CARDINAL,Numerals that do not fall under another type
956,1,0,CARDINAL,Numerals that do not fall under another type
956,1,The 12 year,DATE,Absolute or relative dates or periods
956,1,Adam Sandler,PERSON,"People, including fictional"
957,1,100%,PERCENT,"Percentage, including ""%"""
957,1,Im,ORG,"Companies, agencies, institutions, etc."
958,1,one,CARDINAL,Numerals that do not fall under another type
958,1,Sandler,ORG,"Companies, agencies, institutions, etc."
958,1,Grinch,PERSON,"People, including fictional"
958,1,A Christmas Carol,WORK_OF_ART,"Titles of books, songs, etc."
958,1,Jewish,NORP,Nationalities or religious or political groups
958,1,one,CARDINAL,Numerals that do not fall under another type
958,1,Sandlers,ORG,"Companies, agencies, institutions, etc."
959,2,Three,CARDINAL,Numerals that do not fall under another type
959,2,five,CARDINAL,Numerals that do not fall under another type
959,2,ECM,ORG,"Companies, agencies, institutions, etc."
959,2,first,ORDINAL,"""first"", ""second"", etc."
959,2,Corea,ORG,"Companies, agencies, institutions, etc."
959,2,Farrell,PERSON,"People, including fictional"
959,2,Chick,ORG,"Companies, agencies, institutions, etc."
959,2,Joe,PERSON,"People, including fictional"
959,2,Joe Farrell Quartet,PERSON,"People, including fictional"
959,2,Buster William's,PERSON,"People, including fictional"
959,2,Mclaughlin,PERSON,"People, including fictional"
959,2,Dave Holland,PERSON,"People, including fictional"
959,2,Joe,PERSON,"People, including fictional"
960,1,two,CARDINAL,Numerals that do not fall under another type
960,1,three years old,DATE,Absolute or relative dates or periods
960,1,James and Duck,PERSON,"People, including fictional"
961,2,DragonOut,ORG,"Companies, agencies, institutions, etc."
961,2,George CarlinStories stops:*Percy,ORG,"Companies, agencies, institutions, etc."
961,2,Look For The Upcoming DVDsThomas,WORK_OF_ART,"Titles of books, songs, etc."
961,2,Tricked,ORG,"Companies, agencies, institutions, etc."
961,2,halloween,DATE,Absolute or relative dates or periods
962,2,Thomas,PERSON,"People, including fictional"
962,2,Thomas,PERSON,"People, including fictional"
962,2,Thomas,PERSON,"People, including fictional"
962,2,Thomas,PERSON,"People, including fictional"
963,2,yo ho ho: arrr matey yer,PERSON,"People, including fictional"
963,2,seven,CARDINAL,Numerals that do not fall under another type
964,1,Principles of Science,WORK_OF_ART,"Titles of books, songs, etc."
966,1,first,ORDINAL,"""first"", ""second"", etc."
966,1,My Three Sons,ORG,"Companies, agencies, institutions, etc."
966,1,My Three Sons,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
967,1,1,CARDINAL,Numerals that do not fall under another type
967,1,Adam And Evil,WORK_OF_ART,"Titles of books, songs, etc."
967,1,2,CARDINAL,Numerals that do not fall under another type
967,1,Deborah Walley's,PERSON,"People, including fictional"
967,1,3,CARDINAL,Numerals that do not fall under another type
967,1,Deusenberg,PERSON,"People, including fictional"
967,1,4,CARDINAL,Numerals that do not fall under another type
968,1,Three,CARDINAL,Numerals that do not fall under another type
968,1,Elvis,PERSON,"People, including fictional"
968,1,Les,PERSON,"People, including fictional"
968,1,Spinout,PERSON,"People, including fictional"
969,2,three,CARDINAL,Numerals that do not fall under another type
969,2,Spinout,WORK_OF_ART,"Titles of books, songs, etc."
969,2,Elvis,PERSON,"People, including fictional"
969,2,three,CARDINAL,Numerals that do not fall under another type
969,2,Shelley Fabares,PERSON,"People, including fictional"
969,2,Diane McBain,PERSON,"People, including fictional"
969,2,Deborah Walley,PERSON,"People, including fictional"
969,2,Elvis,PERSON,"People, including fictional"
969,2,Spinout,WORK_OF_ART,"Titles of books, songs, etc."
969,2,two,CARDINAL,Numerals that do not fall under another type
969,2,Una Merkel,LOC,"Non-GPE locations, mountain ranges, bodies of water"
969,2,one,CARDINAL,Numerals that do not fall under another type
969,2,Shelley Fabares',PERSON,"People, including fictional"
969,2,Carl Betz,PERSON,"People, including fictional"
969,2,The Donna Reed Show,WORK_OF_ART,"Titles of books, songs, etc."
969,2,40,CARDINAL,Numerals that do not fall under another type
969,2,Elvis,PERSON,"People, including fictional"
970,1,Presley's,ORG,"Companies, agencies, institutions, etc."
970,1,Spinout,WORK_OF_ART,"Titles of books, songs, etc."
970,1,1966,DATE,Absolute or relative dates or periods
970,1,Elvis Cinema,PERSON,"People, including fictional"
970,1,"Stop, Look and Listen",WORK_OF_ART,"Titles of books, songs, etc."
971,1,SPINOUT,PERSON,"People, including fictional"
971,1,second,ORDINAL,"""first"", ""second"", etc."
971,1,three,CARDINAL,Numerals that do not fall under another type
971,1,Shelley Fabares,PERSON,"People, including fictional"
971,1,Diane McBain,PERSON,"People, including fictional"
971,1,Deborah,PERSON,"People, including fictional"
971,1,"Stop, Look",WORK_OF_ART,"Titles of books, songs, etc."
971,1,first,ORDINAL,"""first"", ""second"", etc."
972,1,Presley,PERSON,"People, including fictional"
972,1,Presley,PERSON,"People, including fictional"
973,2,Elvis Presley,PERSON,"People, including fictional"
974,1,3,CARDINAL,Numerals that do not fall under another type
974,1,Handspring,GPE,"Countries, cities, states"
974,1,Best Buy,PERSON,"People, including fictional"
974,1,Visor,GPE,"Countries, cities, states"
975,2,a few minutes,TIME,Times smaller than a day
976,2,age 11 or 12,DATE,Absolute or relative dates or periods
976,2,eBay,ORG,"Companies, agencies, institutions, etc."
976,2,Amazon,ORG,"Companies, agencies, institutions, etc."
978,2,3,CARDINAL,Numerals that do not fall under another type
979,2,Amazon,ORG,"Companies, agencies, institutions, etc."
979,2,seven year old,DATE,Absolute or relative dates or periods
980,2,two,CARDINAL,Numerals that do not fall under another type
980,2,One,CARDINAL,Numerals that do not fall under another type
980,2,last a many years,DATE,Absolute or relative dates or periods
981,2,The Kidcraft Avalon Desk,ORG,"Companies, agencies, institutions, etc."
981,2,one,CARDINAL,Numerals that do not fall under another type
981,2,9 yr old,TIME,Times smaller than a day
981,2,Kidcraft,ORG,"Companies, agencies, institutions, etc."
981,2,Dear Kidcraft,PERSON,"People, including fictional"
981,2,later years,DATE,Absolute or relative dates or periods
982,2,first,ORDINAL,"""first"", ""second"", etc."
982,2,8,DATE,Absolute or relative dates or periods
982,2,one,CARDINAL,Numerals that do not fall under another type
982,2,about 1 hour,TIME,Times smaller than a day
984,2,KG'er,ORG,"Companies, agencies, institutions, etc."
984,2,less than an hour,TIME,Times smaller than a day
984,2,5yr,ORDINAL,"""first"", ""second"", etc."
984,2,2,CARDINAL,Numerals that do not fall under another type
984,2,3,CARDINAL,Numerals that do not fall under another type
984,2,8yrs,CARDINAL,Numerals that do not fall under another type
985,2,Popeye,PERSON,"People, including fictional"
986,2,ALW,ORG,"Companies, agencies, institutions, etc."
987,1,Unicorn,ORG,"Companies, agencies, institutions, etc."
987,1,Peugeot,ORG,"Companies, agencies, institutions, etc."
987,1,Firth,PERSON,"People, including fictional"
987,1,William Bounds,PERSON,"People, including fictional"
988,1,ten minutes,TIME,Times smaller than a day
990,1,8,CARDINAL,Numerals that do not fall under another type
990,1,Jensen,PERSON,"People, including fictional"
990,1,Jensen,PERSON,"People, including fictional"
991,2,Jensen,PERSON,"People, including fictional"
992,1,Jensen,PERSON,"People, including fictional"
992,1,more than 400,CARDINAL,Numerals that do not fall under another type
993,2,Brain Based,ORG,"Companies, agencies, institutions, etc."
993,2,the 21st century,DATE,Absolute or relative dates or periods
994,2,PhD,WORK_OF_ART,"Titles of books, songs, etc."
994,2,Jensen,PERSON,"People, including fictional"
995,1,first,ORDINAL,"""first"", ""second"", etc."
995,1,44,CARDINAL,Numerals that do not fall under another type
995,1,100,CARDINAL,Numerals that do not fall under another type
995,1,one,CARDINAL,Numerals that do not fall under another type
995,1,100 percent,PERCENT,"Percentage, including ""%"""
996,1,Brain,ORG,"Companies, agencies, institutions, etc."
996,1,Kindle,LOC,"Non-GPE locations, mountain ranges, bodies of water"
996,1,one,CARDINAL,Numerals that do not fall under another type
996,1,Kindle,GPE,"Countries, cities, states"
997,2,Brain,ORG,"Companies, agencies, institutions, etc."
997,2,Learning,PERSON,"People, including fictional"
997,2,Amazon,ORG,"Companies, agencies, institutions, etc."
997,2,Amazon,ORG,"Companies, agencies, institutions, etc."
999,1,Science,WORK_OF_ART,"Titles of books, songs, etc."
999,1,one,CARDINAL,Numerals that do not fall under another type
999,1,about three hours,TIME,Times smaller than a day
999,1,two,CARDINAL,Numerals that do not fall under another type
1000,2,Academy Awards,ORG,"Companies, agencies, institutions, etc."
1000,2,second,ORDINAL,"""first"", ""second"", etc."
1000,2,the day,DATE,Absolute or relative dates or periods
1000,2,the Academy Awards,ORG,"Companies, agencies, institutions, etc."
1000,2,Inside Oscar,PERSON,"People, including fictional"
1000,2,Bible,WORK_OF_ART,"Titles of books, songs, etc."
1000,2,one,CARDINAL,Numerals that do not fall under another type
1000,2,recent years,DATE,Absolute or relative dates or periods
1000,2,earlier decades,DATE,Absolute or relative dates or periods
1000,2,Titanic,FAC,"Buildings, airports, highways, bridges, etc."
1000,2,Helen Hunt,PERSON,"People, including fictional"
1000,2,Kate Winslet,PERSON,"People, including fictional"
1001,1,Two,CARDINAL,Numerals that do not fall under another type
1001,1,one,CARDINAL,Numerals that do not fall under another type
1001,1,first,ORDINAL,"""first"", ""second"", etc."
1001,1,blah,PERSON,"People, including fictional"
1002,2,Oscar Euphoria,PERSON,"People, including fictional"
1002,2,first,ORDINAL,"""first"", ""second"", etc."
1002,2,each year,DATE,Absolute or relative dates or periods
1002,2,Wiley,PERSON,"People, including fictional"
1002,2,fifteen years later,DATE,Absolute or relative dates or periods
1002,2,Inside Oscar,PERSON,"People, including fictional"
1002,2,Every year,DATE,Absolute or relative dates or periods
1002,2,Oscar season,DATE,Absolute or relative dates or periods
1002,2,Oscar,PERSON,"People, including fictional"
1002,2,Inside Oscar,FAC,"Buildings, airports, highways, bridges, etc."
1002,2,Wiley,PERSON,"People, including fictional"
1002,2,Bona,PERSON,"People, including fictional"
1003,2,Oscar,PERSON,"People, including fictional"
1003,2,the Academy Awards,ORG,"Companies, agencies, institutions, etc."
1003,2,the Academy Awards,ORG,"Companies, agencies, institutions, etc."
1003,2,Academy Award,ORG,"Companies, agencies, institutions, etc."
1004,1,Bootleg,GPE,"Countries, cities, states"
1004,1,Don't,NORP,Nationalities or religious or political groups
1004,1,Metallica,PERSON,"People, including fictional"
1004,1,80,DATE,Absolute or relative dates or periods
1004,1,the Official Metallica Club,ORG,"Companies, agencies, institutions, etc."
1004,1,weeks,DATE,Absolute or relative dates or periods
1004,1,The Garage Inc.,ORG,"Companies, agencies, institutions, etc."
1004,1,almost $140,MONEY,"Monetary values, including unit"
1004,1,first,ORDINAL,"""first"", ""second"", etc."
1005,1,the Hero Of The,WORK_OF_ART,"Titles of books, songs, etc."
1005,1,"1,000",CARDINAL,Numerals that do not fall under another type
1005,1,Vertigo,ORG,"Companies, agencies, institutions, etc."
1006,2,over twenty years,DATE,Absolute or relative dates or periods
1006,2,seven,CARDINAL,Numerals that do not fall under another type
1007,1,discussong,PERSON,"People, including fictional"
1010,1,Color Theory,PERSON,"People, including fictional"
1011,2,Albers,PERSON,"People, including fictional"
1011,2,Color,PERSON,"People, including fictional"
1013,2,two,CARDINAL,Numerals that do not fall under another type
1016,1,20 days,DATE,Absolute or relative dates or periods
1016,1,20 days,DATE,Absolute or relative dates or periods
1017,2,American,NORP,Nationalities or religious or political groups
1017,2,Warren Brandt,PERSON,"People, including fictional"
1017,2,Brandt,ORG,"Companies, agencies, institutions, etc."
1017,2,American,NORP,Nationalities or religious or political groups
1018,2,St. Louis rapper,GPE,"Countries, cities, states"
1018,2,first,ORDINAL,"""first"", ""second"", etc."
1018,2,Nellyville,WORK_OF_ART,"Titles of books, songs, etc."
1018,2,one,CARDINAL,Numerals that do not fall under another type
1018,2,the summer of 2002,DATE,Absolute or relative dates or periods
1018,2,un,ORG,"Companies, agencies, institutions, etc."
1018,2,Broadway,FAC,"Buildings, airports, highways, bridges, etc."
1018,2,Duran,GPE,"Countries, cities, states"
1018,2,Duran,GPE,"Countries, cities, states"
1018,2,Nelly,ORG,"Companies, agencies, institutions, etc."
1018,2,KRS-1,ORG,"Companies, agencies, institutions, etc."
1018,2,Nelly,ORG,"Companies, agencies, institutions, etc."
1018,2,Busta Rhymes,PERSON,"People, including fictional"
1018,2,Queen Latifah,PERSON,"People, including fictional"
1018,2,Nelly,ORG,"Companies, agencies, institutions, etc."
1018,2,Hot in Here,WORK_OF_ART,"Titles of books, songs, etc."
1018,2,one,CARDINAL,Numerals that do not fall under another type
1018,2,2002,DATE,Absolute or relative dates or periods
1019,1,Cheesy,ORG,"Companies, agencies, institutions, etc."
1019,1,only about a month,DATE,Absolute or relative dates or periods
1019,1,"Firth, Unicorn's",ORG,"Companies, agencies, institutions, etc."
1019,1,Magnum and Magnum Plus,ORG,"Companies, agencies, institutions, etc."
1019,1,William Bounds,PERSON,"People, including fictional"
1019,1,Peugeot,ORG,"Companies, agencies, institutions, etc."
1021,1,2 months,DATE,Absolute or relative dates or periods
1022,2,Crocodile Creek Wild Animals Lunchbox,ORG,"Companies, agencies, institutions, etc."
1022,2,Kindergarten,PERSON,"People, including fictional"
1022,2,1st Grade,ORG,"Companies, agencies, institutions, etc."
1022,2,an entire year of daily,DATE,Absolute or relative dates or periods
1023,2,Cute Lunchbox,PERSON,"People, including fictional"
1023,2,two,CARDINAL,Numerals that do not fall under another type
1023,2,the entire school year,DATE,Absolute or relative dates or periods
1023,2,another next year,DATE,Absolute or relative dates or periods
1024,2,first,ORDINAL,"""first"", ""second"", etc."
1024,2,two,CARDINAL,Numerals that do not fall under another type
1024,2,5,CARDINAL,Numerals that do not fall under another type
1024,2,5/5,CARDINAL,Numerals that do not fall under another type
1025,2,today,DATE,Absolute or relative dates or periods
1026,2,Dredg,PERSON,"People, including fictional"
1026,2,BUY,ORG,"Companies, agencies, institutions, etc."
1027,2,Dredge,ORG,"Companies, agencies, institutions, etc."
1027,2,Dredge,ORG,"Companies, agencies, institutions, etc."
1027,2,Bug Eyes,PERSON,"People, including fictional"
1028,2,el cielo,PERSON,"People, including fictional"
1028,2,Catch Without Arms,WORK_OF_ART,"Titles of books, songs, etc."
1028,2,Dallas,GPE,"Countries, cities, states"
1028,2,TX,ORG,"Companies, agencies, institutions, etc."
1028,2,6/1,CARDINAL,Numerals that do not fall under another type
1028,2,10,CARDINAL,Numerals that do not fall under another type
1028,2,my 26 years,DATE,Absolute or relative dates or periods
1029,2,first,ORDINAL,"""first"", ""second"", etc."
1029,2,Leitmotif,GPE,"Countries, cities, states"
1030,2,Zebraskin,PERSON,"People, including fictional"
1030,2,Hungover,PERSON,"People, including fictional"
1030,2,Tuesday,DATE,Absolute or relative dates or periods
1030,2,5,CARDINAL,Numerals that do not fall under another type
1031,2,first,ORDINAL,"""first"", ""second"", etc."
1032,1,Dredg,PERSON,"People, including fictional"
1032,1,NEVER,ORG,"Companies, agencies, institutions, etc."
1032,1,El cielo,GPE,"Countries, cities, states"
1032,1,El cielo,GPE,"Countries, cities, states"
1034,1,first,ORDINAL,"""first"", ""second"", etc."
1034,1,el ceilo (sp,ORG,"Companies, agencies, institutions, etc."
1035,1,First,ORDINAL,"""first"", ""second"", etc."
1035,1,Tool,LOC,"Non-GPE locations, mountain ranges, bodies of water"
1035,1,Mars Volta,LOC,"Non-GPE locations, mountain ranges, bodies of water"
1035,1,Amazon,ORG,"Companies, agencies, institutions, etc."
1035,1,First,ORDINAL,"""first"", ""second"", etc."
1035,1,Alison Moyet,PERSON,"People, including fictional"
1035,1,Anthony,PERSON,"People, including fictional"
1035,1,Anthony,PERSON,"People, including fictional"
1035,1,Johnsons,ORG,"Companies, agencies, institutions, etc."
1035,1,Mars,LOC,"Non-GPE locations, mountain ranges, bodies of water"
1036,1,GFCF,ORG,"Companies, agencies, institutions, etc."
1037,1,Yanni,PERSON,"People, including fictional"
1037,1,PS I'm,ORG,"Companies, agencies, institutions, etc."
1037,1,Mcandrew,PERSON,"People, including fictional"
1039,2,Jeff,PERSON,"People, including fictional"
1039,2,"""Our Brown-Eyed Boy",WORK_OF_ART,"Titles of books, songs, etc."
1039,2,Jeff,PERSON,"People, including fictional"
1040,1,five,CARDINAL,Numerals that do not fall under another type
1041,1,six,CARDINAL,Numerals that do not fall under another type
1041,1,six,CARDINAL,Numerals that do not fall under another type
1041,1,Gloria,GPE,"Countries, cities, states"
