review_id,rating_x,entity_text,entity_label,entity_description,sentiment_label,sentiment_score,rating_y
1573,1,Leaf Bag Holder,PERSON,"People, including fictional",Negative,-1.0,1
1573,1,"April 5, 2011",DATE,Absolute or relative dates or periods,Negative,-1.0,1
1573,1,Taylor Gifts,PERSON,"People, including fictional",Negative,-1.0,1
1573,1,"April 11, 2011",DATE,Absolute or relative dates or periods,Negative,-1.0,1
1573,1,MasterCard,ORG,"Companies, agencies, institutions, etc.",Negative,-1.0,1
1573,1,May 12th 2011,DATE,Absolute or relative dates or periods,Negative,-1.0,1
1573,1,Mary Lane28 Bonaire DriveHampton,PERSON,"People, including fictional",Negative,-1.0,1
1573,1,23669Mlane27716@aol.com,CARDINAL,Numerals that do not fall under another type,Negative,-1.0,1
1574,1,three,CARDINAL,Numerals that do not fall under another type,Negative,-0.5151515151515151,1
1574,1,Joe G.,PERSON,"People, including fictional",Negative,-0.5151515151515151,1
1575,1,half,CARDINAL,Numerals that do not fall under another type,Neutral,-0.11111111111111108,1
1578,2,Aldous Huxley,PERSON,"People, including fictional",Neutral,0.1111111111111111,2
1578,2,BNW,ORG,"Companies, agencies, institutions, etc.",Neutral,0.1111111111111111,2
1579,2,Resonates,PERSON,"People, including fictional",Positive,0.47368421052631576,2
1579,2,Island,GPE,"Countries, cities, states",Positive,0.47368421052631576,2
1579,2,50 years,DATE,Absolute or relative dates or periods,Positive,0.47368421052631576,2
1579,2,daily,DATE,Absolute or relative dates or periods,Positive,0.47368421052631576,2
1580,2,1962,DATE,Absolute or relative dates or periods,Positive,1.0,2
1580,2,Eckhart Tolle,PERSON,"People, including fictional",Positive,1.0,2
1580,2,The Power of Now,WORK_OF_ART,"Titles of books, songs, etc.",Positive,1.0,2
1580,2,Huxley,PERSON,"People, including fictional",Positive,1.0,2
1580,2,Eastern,ORG,"Companies, agencies, institutions, etc.",Positive,1.0,2
1580,2,Western,LOC,"Non-GPE locations, mountain ranges, bodies of water",Positive,1.0,2
1581,1,Island,EVENT,"Named hurricanes, battles, wars, sports events, etc.",Neutral,-0.17073170731707324,1
1581,1,two,CARDINAL,Numerals that do not fall under another type,Neutral,-0.17073170731707324,1
1582,1,Huxley,PERSON,"People, including fictional",Neutral,-0.052631578947368474,1
1582,1,one,CARDINAL,Numerals that do not fall under another type,Neutral,-0.052631578947368474,1
1583,1,Huxley,PERSON,"People, including fictional",Positive,0.22077922077922071,1
1583,1,one,CARDINAL,Numerals that do not fall under another type,Positive,0.22077922077922071,1
1583,1,354,CARDINAL,Numerals that do not fall under another type,Positive,0.22077922077922071,1
1583,1,Huxley,PERSON,"People, including fictional",Positive,0.22077922077922071,1
1583,1,A Brave New World,WORK_OF_ART,"Titles of books, songs, etc.",Positive,0.22077922077922071,1
1583,1,Island,GPE,"Countries, cities, states",Positive,0.22077922077922071,1
1584,2,Klein,PERSON,"People, including fictional",Neutral,0.16666666666666663,2
1585,1,US,GPE,"Countries, cities, states",Positive,1.0,1
1585,1,one,CARDINAL,Numerals that do not fall under another type,Positive,1.0,1
1585,1,"less than $200,000",MONEY,"Monetary values, including unit",Positive,1.0,1
1586,1,10,CARDINAL,Numerals that do not fall under another type,Neutral,-0.15942028985507256,1
1587,2,one,CARDINAL,Numerals that do not fall under another type,Positive,0.3103448275862068,2
1587,2,One,CARDINAL,Numerals that do not fall under another type,Positive,0.3103448275862068,2
1587,2,GT & HGT,ORG,"Companies, agencies, institutions, etc.",Positive,0.3103448275862068,2
1588,1,Simply Borred,PERSON,"People, including fictional",Neutral,0.2,1
1588,1,Borred,PERSON,"People, including fictional",Neutral,0.2,1
1589,2,3,CARDINAL,Numerals that do not fall under another type,Positive,0.48387096774193544,2
1589,2,this day,DATE,Absolute or relative dates or periods,Positive,0.48387096774193544,2
1589,2,3,CARDINAL,Numerals that do not fall under another type,Positive,0.48387096774193544,2
1591,1,Home Video,ORG,"Companies, agencies, institutions, etc.",Negative,-0.8181818181818182,1
1591,1,one,CARDINAL,Numerals that do not fall under another type,Negative,-0.8181818181818182,1
1592,1,10,CARDINAL,Numerals that do not fall under another type,Positive,0.45945945945945943,1
1592,1,Christians,NORP,Nationalities or religious or political groups,Positive,0.45945945945945943,1
1592,1,10,CARDINAL,Numerals that do not fall under another type,Positive,0.45945945945945943,1
1592,1,MAN,ORG,"Companies, agencies, institutions, etc.",Positive,0.45945945945945943,1
1592,1,James Moore,PERSON,"People, including fictional",Positive,0.45945945945945943,1
1592,1,Casey Kasem,PERSON,"People, including fictional",Positive,0.45945945945945943,1
1592,1,B.C.,GPE,"Countries, cities, states",Positive,0.45945945945945943,1
1592,1,James Moore,PERSON,"People, including fictional",Positive,0.45945945945945943,1
1594,1,German,NORP,Nationalities or religious or political groups,Neutral,0.012345679012345635,1
1594,1,Chaplin,PERSON,"People, including fictional",Neutral,0.012345679012345635,1
1594,1,half,CARDINAL,Numerals that do not fall under another type,Neutral,0.012345679012345635,1
1594,1,18,MONEY,"Monetary values, including unit",Neutral,0.012345679012345635,1
1594,1,32,CARDINAL,Numerals that do not fall under another type,Neutral,0.012345679012345635,1
1594,1,18,MONEY,"Monetary values, including unit",Neutral,0.012345679012345635,1
1594,1,Chaplin,PERSON,"People, including fictional",Neutral,0.012345679012345635,1
1594,1,3,CARDINAL,Numerals that do not fall under another type,Neutral,0.012345679012345635,1
1594,1,90th,ORDINAL,"""first"", ""second"", etc.",Neutral,0.012345679012345635,1
1594,1,Chaplin,PERSON,"People, including fictional",Neutral,0.012345679012345635,1
1594,1,Keystone,ORG,"Companies, agencies, institutions, etc.",Neutral,0.012345679012345635,1
1594,1,Mabel Normand,GPE,"Countries, cities, states",Neutral,0.012345679012345635,1
1595,1,allday,DATE,Absolute or relative dates or periods,Negative,-0.29032258064516125,1
1595,1,1.99,MONEY,"Monetary values, including unit",Negative,-0.29032258064516125,1
1595,1,dept.stores,ORG,"Companies, agencies, institutions, etc.",Negative,-0.29032258064516125,1
1596,1,two,CARDINAL,Numerals that do not fall under another type,Positive,0.5209580838323353,1
1596,1,English,NORP,Nationalities or religious or political groups,Positive,0.5209580838323353,1
1596,1,Italian,NORP,Nationalities or religious or political groups,Positive,0.5209580838323353,1
1596,1,Bread,PERSON,"People, including fictional",Positive,0.5209580838323353,1
1596,1,Love and Dreams,WORK_OF_ART,"Titles of books, songs, etc.",Positive,0.5209580838323353,1
1596,1,Bread,PERSON,"People, including fictional",Positive,0.5209580838323353,1
1596,1,Love,WORK_OF_ART,"Titles of books, songs, etc.",Positive,0.5209580838323353,1
1596,1,Vittorio de Sica,PERSON,"People, including fictional",Positive,0.5209580838323353,1
1596,1,Gina Lollobrigida,PERSON,"People, including fictional",Positive,0.5209580838323353,1
1596,1,Marisa Merlini,PERSON,"People, including fictional",Positive,0.5209580838323353,1
1596,1,Luigi Comencini,PERSON,"People, including fictional",Positive,0.5209580838323353,1
1596,1,Vittorio de Sica,PERSON,"People, including fictional",Positive,0.5209580838323353,1
1596,1,Boudu Saved From Drowning,PERSON,"People, including fictional",Positive,0.5209580838323353,1
1596,1,Jean Renoir,FAC,"Buildings, airports, highways, bridges, etc.",Positive,0.5209580838323353,1
1596,1,1932,DATE,Absolute or relative dates or periods,Positive,0.5209580838323353,1
1596,1,Italian,NORP,Nationalities or religious or political groups,Positive,0.5209580838323353,1
1596,1,one,CARDINAL,Numerals that do not fall under another type,Positive,0.5209580838323353,1
1598,2,Sirus Blacks Escape,PERSON,"People, including fictional",Neutral,-0.09090909090909091,2
1598,2,only one,CARDINAL,Numerals that do not fall under another type,Neutral,-0.09090909090909091,2
1598,2,two,CARDINAL,Numerals that do not fall under another type,Neutral,-0.09090909090909091,2
1598,2,one,CARDINAL,Numerals that do not fall under another type,Neutral,-0.09090909090909091,2
1598,2,four,CARDINAL,Numerals that do not fall under another type,Neutral,-0.09090909090909091,2
1598,2,only one,CARDINAL,Numerals that do not fall under another type,Neutral,-0.09090909090909091,2
1598,2,two,CARDINAL,Numerals that do not fall under another type,Neutral,-0.09090909090909091,2
1598,2,Sirus Black,PERSON,"People, including fictional",Neutral,-0.09090909090909091,2
1599,2,Glass,PERSON,"People, including fictional",Positive,0.4405594405594405,2
1599,2,the day,DATE,Absolute or relative dates or periods,Positive,0.4405594405594405,2
1599,2,2,CARDINAL,Numerals that do not fall under another type,Positive,0.4405594405594405,2
1599,2,1,CARDINAL,Numerals that do not fall under another type,Positive,0.4405594405594405,2
1600,1,Thanksgiving of 2002,DATE,Absolute or relative dates or periods,Negative,-0.25,1
1600,1,first,ORDINAL,"""first"", ""second"", etc.",Negative,-0.25,1
1600,1,3 weeks,DATE,Absolute or relative dates or periods,Negative,-0.25,1
1600,1,"about 1,000",CARDINAL,Numerals that do not fall under another type,Negative,-0.25,1
1600,1,UPS,ORG,"Companies, agencies, institutions, etc.",Negative,-0.25,1
1600,1,second,ORDINAL,"""first"", ""second"", etc.",Negative,-0.25,1
1600,1,around Christmas,DATE,Absolute or relative dates or periods,Negative,-0.25,1
1600,1,Amazon.com,ORG,"Companies, agencies, institutions, etc.",Negative,-0.25,1
1601,1,Broken,PERSON,"People, including fictional",Neutral,-0.1538461538461539,1
1601,1,million,CARDINAL,Numerals that do not fall under another type,Neutral,-0.1538461538461539,1
1601,1,Anchor Hocking,ORG,"Companies, agencies, institutions, etc.",Neutral,-0.1538461538461539,1
1602,1,Amazon,ORG,"Companies, agencies, institutions, etc.",Negative,-0.8181818181818182,1
1602,1,Realy,PERSON,"People, including fictional",Negative,-0.8181818181818182,1
1603,2,Harmony,GPE,"Countries, cities, states",Positive,1.0,2
1604,2,the Nautica 4,ORG,"Companies, agencies, institutions, etc.",Positive,0.7058823529411764,2
1605,1,280,CARDINAL,Numerals that do not fall under another type,Positive,0.6551724137931034,1
1605,1,25,CARDINAL,Numerals that do not fall under another type,Positive,0.6551724137931034,1
1605,1,7,CARDINAL,Numerals that do not fall under another type,Positive,0.6551724137931034,1
1605,1,INDEX,ORG,"Companies, agencies, institutions, etc.",Positive,0.6551724137931034,1
1605,1,Barbieri,PERSON,"People, including fictional",Positive,0.6551724137931034,1
1605,1,MRC,ORG,"Companies, agencies, institutions, etc.",Positive,0.6551724137931034,1
1605,1,Cambridge,GPE,"Countries, cities, states",Positive,0.6551724137931034,1
1605,1,NIH,ORG,"Companies, agencies, institutions, etc.",Positive,0.6551724137931034,1
1605,1,Max Planck,PERSON,"People, including fictional",Positive,0.6551724137931034,1
1605,1,Chomsky,ORG,"Companies, agencies, institutions, etc.",Positive,0.6551724137931034,1
1605,1,Intelligent Desing,ORG,"Companies, agencies, institutions, etc.",Positive,0.6551724137931034,1
1605,1,Cambridge University Press,ORG,"Companies, agencies, institutions, etc.",Positive,0.6551724137931034,1
1606,2,Masquerade In Blood' and 'Till Death Do Us Unite',WORK_OF_ART,"Titles of books, songs, etc.",Negative,-0.23076923076923078,2
1606,2,Sodom,PERSON,"People, including fictional",Negative,-0.23076923076923078,2
1606,2,Hey Hey Rock 'n' Roll Star,WORK_OF_ART,"Titles of books, songs, etc.",Negative,-0.23076923076923078,2
1606,2,Sodom,ORG,"Companies, agencies, institutions, etc.",Negative,-0.23076923076923078,2
1606,2,Limp Bizkit,WORK_OF_ART,"Titles of books, songs, etc.",Negative,-0.23076923076923078,2
1606,2,Notable Tracks are Liquidation,ORG,"Companies, agencies, institutions, etc.",Negative,-0.23076923076923078,2
1607,2,Metallica,PERSON,"People, including fictional",Positive,1.0,2
1607,2,Sodom,ORG,"Companies, agencies, institutions, etc.",Positive,1.0,2
1607,2,Harris Johns,PERSON,"People, including fictional",Positive,1.0,2
1607,2,Korn,ORG,"Companies, agencies, institutions, etc.",Positive,1.0,2
1607,2,Addicted to Abstinence,WORK_OF_ART,"Titles of books, songs, etc.",Positive,1.0,2
1608,1,Germanys,GPE,"Countries, cities, states",Positive,0.27710843373493965,1
1608,1,Slayer,PERSON,"People, including fictional",Positive,0.27710843373493965,1
1608,1,Sodoms'great days,DATE,Absolute or relative dates or periods,Positive,0.27710843373493965,1
1608,1,Tapping the Vein,WORK_OF_ART,"Titles of books, songs, etc.",Positive,0.27710843373493965,1
1608,1,over 12 years,DATE,Absolute or relative dates or periods,Positive,0.27710843373493965,1
1609,1,AI,GPE,"Countries, cities, states",Neutral,-0.010101010101010246,1
1609,1,CPU,ORG,"Companies, agencies, institutions, etc.",Neutral,-0.010101010101010246,1
1609,1,10,CARDINAL,Numerals that do not fall under another type,Neutral,-0.010101010101010246,1
1609,1,a minute,TIME,Times smaller than a day,Neutral,-0.010101010101010246,1
1609,1,a minute,TIME,Times smaller than a day,Neutral,-0.010101010101010246,1
1609,1,one,CARDINAL,Numerals that do not fall under another type,Neutral,-0.010101010101010246,1
1609,1,CPU,ORG,"Companies, agencies, institutions, etc.",Neutral,-0.010101010101010246,1
1610,1,20000000,DATE,Absolute or relative dates or periods,Negative,-1.0,1
1611,2,Starcraft,PERSON,"People, including fictional",Positive,0.3893129770992366,2
1611,2,Warcraft III,ORG,"Companies, agencies, institutions, etc.",Positive,0.3893129770992366,2
1611,2,Praetorians,NORP,Nationalities or religious or political groups,Positive,0.3893129770992366,2
1611,2,more than an hour,TIME,Times smaller than a day,Positive,0.3893129770992366,2
1612,2,Praetorians,NORP,Nationalities or religious or political groups,Positive,0.6296296296296295,2
1612,2,first,ORDINAL,"""first"", ""second"", etc.",Positive,0.6296296296296295,2
1612,2,RTS,ORG,"Companies, agencies, institutions, etc.",Positive,0.6296296296296295,2
1612,2,"""De Bello Gallico",ORG,"Companies, agencies, institutions, etc.",Positive,0.6296296296296295,2
1613,1,half,CARDINAL,Numerals that do not fall under another type,Negative,-0.2000000000000001,1
1613,1,RTS,ORG,"Companies, agencies, institutions, etc.",Negative,-0.2000000000000001,1
1613,1,Warcraft 3:The Frozen Throne,ORG,"Companies, agencies, institutions, etc.",Negative,-0.2000000000000001,1
1613,1,Warcraft 3,ORG,"Companies, agencies, institutions, etc.",Negative,-0.2000000000000001,1
1614,1,almost a week,DATE,Absolute or relative dates or periods,Positive,0.3478260869565216,1
1614,1,EB Games,EVENT,"Named hurricanes, battles, wars, sports events, etc.",Positive,0.3478260869565216,1
1614,1,Rome,GPE,"Countries, cities, states",Positive,0.3478260869565216,1
1614,1,Total War,EVENT,"Named hurricanes, battles, wars, sports events, etc.",Positive,0.3478260869565216,1
1614,1,Total War,EVENT,"Named hurricanes, battles, wars, sports events, etc.",Positive,0.3478260869565216,1
1614,1,Total War,EVENT,"Named hurricanes, battles, wars, sports events, etc.",Positive,0.3478260869565216,1
1616,2,One,CARDINAL,Numerals that do not fall under another type,Positive,1.0,2
1616,2,B-day,DATE,Absolute or relative dates or periods,Positive,1.0,2
1616,2,Warcraft,ORG,"Companies, agencies, institutions, etc.",Positive,1.0,2
1616,2,Starcraft,PERSON,"People, including fictional",Positive,1.0,2
1616,2,first,ORDINAL,"""first"", ""second"", etc.",Positive,1.0,2
1616,2,Myth,PERSON,"People, including fictional",Positive,1.0,2
1616,2,Praetorian,PERSON,"People, including fictional",Positive,1.0,2
1616,2,Myth and Warcraft,ORG,"Companies, agencies, institutions, etc.",Positive,1.0,2
1616,2,Praetorians,NORP,Nationalities or religious or political groups,Positive,1.0,2
1617,2,the last couple of days,DATE,Absolute or relative dates or periods,Neutral,0.07526881720430093,2
1617,2,Romans,NORP,Nationalities or religious or political groups,Neutral,0.07526881720430093,2
1618,2,Praetorians,NORP,Nationalities or religious or political groups,Neutral,0.06976744186046493,2
1618,2,4.5,CARDINAL,Numerals that do not fall under another type,Neutral,0.06976744186046493,2
1618,2,First,ORDINAL,"""first"", ""second"", etc.",Neutral,0.06976744186046493,2
1618,2,9,CARDINAL,Numerals that do not fall under another type,Neutral,0.06976744186046493,2
1618,2,Romans,NORP,Nationalities or religious or political groups,Neutral,0.06976744186046493,2
1619,1,Elementary Differential Equations,PERSON,"People, including fictional",Positive,0.7402597402597402,1
1619,1,Fourier Analysis,PERSON,"People, including fictional",Positive,0.7402597402597402,1
1619,1,second,ORDINAL,"""first"", ""second"", etc.",Positive,0.7402597402597402,1
1619,1,Harry Polland's,PERSON,"People, including fictional",Positive,0.7402597402597402,1
1620,1,second,ORDINAL,"""first"", ""second"", etc.",Neutral,-0.05263157894736841,1
1620,1,"March 14, 1999",DATE,Absolute or relative dates or periods,Neutral,-0.05263157894736841,1
1620,1,Chapter 2,LAW,Named documents made into laws.,Neutral,-0.05263157894736841,1
1620,1,at least three,CARDINAL,Numerals that do not fall under another type,Neutral,-0.05263157894736841,1
1622,1,AP,ORG,"Companies, agencies, institutions, etc.",Negative,-0.23076923076923084,1
1622,1,5,CARDINAL,Numerals that do not fall under another type,Negative,-0.23076923076923084,1
1622,1,Raven,PERSON,"People, including fictional",Negative,-0.23076923076923084,1
1622,1,Berg,PERSON,"People, including fictional",Negative,-0.23076923076923084,1
1624,2,AFX - Smojphace,ORG,"Companies, agencies, institutions, etc.",Negative,-0.25,2
1624,2,AFX,ORG,"Companies, agencies, institutions, etc.",Negative,-0.25,2
1624,2,Run the Place Red,WORK_OF_ART,"Titles of books, songs, etc.",Negative,-0.25,2
1624,2,James,PERSON,"People, including fictional",Negative,-0.25,2
1624,2,two,CARDINAL,Numerals that do not fall under another type,Negative,-0.25,2
1624,2,first,ORDINAL,"""first"", ""second"", etc.",Negative,-0.25,2
1625,1,smiley,PERSON,"People, including fictional",Positive,0.36507936507936495,1
1625,1,first,ORDINAL,"""first"", ""second"", etc.",Positive,0.36507936507936495,1
1625,1,9 minutes,TIME,Times smaller than a day,Positive,0.36507936507936495,1
1625,1,smiley mcgee,PERSON,"People, including fictional",Positive,0.36507936507936495,1
1626,1,Two years,DATE,Absolute or relative dates or periods,Positive,0.43661971830985913,1
1626,1,first,ORDINAL,"""first"", ""second"", etc.",Positive,0.43661971830985913,1
1626,1,thang,PERSON,"People, including fictional",Positive,0.43661971830985913,1
1626,1,RDJ,PERSON,"People, including fictional",Positive,0.43661971830985913,1
1626,1,the first 10 seconds,TIME,Times smaller than a day,Positive,0.43661971830985913,1
1626,1,$$$,MONEY,"Monetary values, including unit",Positive,0.43661971830985913,1
1626,1,two,CARDINAL,Numerals that do not fall under another type,Positive,0.43661971830985913,1
1626,1,RDJ,ORG,"Companies, agencies, institutions, etc.",Positive,0.43661971830985913,1
1627,1,9 dollars,MONEY,"Monetary values, including unit",Neutral,0.13043478260869568,1
1627,1,three,CARDINAL,Numerals that do not fall under another type,Neutral,0.13043478260869568,1
1628,2,Muffs,NORP,Nationalities or religious or political groups,Positive,1.0,2
1628,2,ya,PERSON,"People, including fictional",Positive,1.0,2
1628,2,first,ORDINAL,"""first"", ""second"", etc.",Positive,1.0,2
1628,2,second,ORDINAL,"""first"", ""second"", etc.",Positive,1.0,2
1629,2,First,ORDINAL,"""first"", ""second"", etc.",Positive,0.3181818181818181,2
1629,2,Muffs,NORP,Nationalities or religious or political groups,Positive,0.3181818181818181,2
1629,2,Alert,PERSON,"People, including fictional",Positive,0.3181818181818181,2
1630,1,Noise,PERSON,"People, including fictional",Negative,-0.25,1
1630,1,America,GPE,"Countries, cities, states",Negative,-0.25,1
1631,2,a few days,DATE,Absolute or relative dates or periods,Positive,0.5454545454545454,2
1633,2,three,CARDINAL,Numerals that do not fall under another type,Positive,0.7530864197530864,2
1633,2,first,ORDINAL,"""first"", ""second"", etc.",Positive,0.7530864197530864,2
1634,2,hours,TIME,Times smaller than a day,Positive,1.0,2
1634,2,10,CARDINAL,Numerals that do not fall under another type,Positive,1.0,2
1635,2,Advaita,PERSON,"People, including fictional",Positive,0.44444444444444436,2
1635,2,Justus Kramer Schippers,PERSON,"People, including fictional",Positive,0.44444444444444436,2
1635,2,Advaita,PERSON,"People, including fictional",Positive,0.44444444444444436,2
1635,2,Schippers,PERSON,"People, including fictional",Positive,0.44444444444444436,2
1635,2,Schippers,PERSON,"People, including fictional",Positive,0.44444444444444436,2
1636,1,2000,DATE,Absolute or relative dates or periods,Positive,0.7435897435897436,1
1636,1,Denver,GPE,"Countries, cities, states",Positive,0.7435897435897436,1
1636,1,Greatest Hits,FAC,"Buildings, airports, highways, bridges, etc.",Positive,0.7435897435897436,1
1636,1,2000,DATE,Absolute or relative dates or periods,Positive,0.7435897435897436,1
1636,1,1975,DATE,Absolute or relative dates or periods,Positive,0.7435897435897436,1
1636,1,Denvers,ORG,"Companies, agencies, institutions, etc.",Positive,0.7435897435897436,1
1636,1,Greatest Hits,PERSON,"People, including fictional",Positive,0.7435897435897436,1
1636,1,2000,DATE,Absolute or relative dates or periods,Positive,0.7435897435897436,1
1636,1,Rocky Mountain,LOC,"Non-GPE locations, mountain ranges, bodies of water",Positive,0.7435897435897436,1
1636,1,Denver,GPE,"Countries, cities, states",Positive,0.7435897435897436,1
1636,1,the Best of Volumes,LAW,Named documents made into laws.,Positive,0.7435897435897436,1
1637,1,John Denver,PERSON,"People, including fictional",Negative,-0.38888888888888895,1
1637,1,5,CARDINAL,Numerals that do not fall under another type,Negative,-0.38888888888888895,1
1637,1,1,CARDINAL,Numerals that do not fall under another type,Negative,-0.38888888888888895,1
1638,2,Nina,GPE,"Countries, cities, states",Positive,0.38144329896907214,2
1638,2,Gloria,PERSON,"People, including fictional",Positive,0.38144329896907214,2
1638,2,about 8 years,DATE,Absolute or relative dates or periods,Positive,0.38144329896907214,2
1638,2,Ella Fitzgerald,PERSON,"People, including fictional",Positive,0.38144329896907214,2
1638,2,Fame,PERSON,"People, including fictional",Positive,0.38144329896907214,2
1638,2,Gloria,PERSON,"People, including fictional",Positive,0.38144329896907214,2
1638,2,Buddhist,NORP,Nationalities or religious or political groups,Positive,0.38144329896907214,2
1638,2,Nina,GPE,"Countries, cities, states",Positive,0.38144329896907214,2
1639,2,para nosotras,PERSON,"People, including fictional",Neutral,0.0,2
1639,2,LO ABARCA TODO,PERSON,"People, including fictional",Neutral,0.0,2
1639,2,LA,GPE,"Countries, cities, states",Neutral,0.0,2
1639,2,QUE EL BEBE,LOC,"Non-GPE locations, mountain ranges, bodies of water",Neutral,0.0,2
1639,2,UN,ORG,"Companies, agencies, institutions, etc.",Neutral,0.0,2
1639,2,Dulce,ORG,"Companies, agencies, institutions, etc.",Neutral,0.0,2
1641,1,Clarence Day,EVENT,"Named hurricanes, battles, wars, sports events, etc.",Negative,-0.42857142857142855,1
1643,2,Victorian,GPE,"Countries, cities, states",Positive,0.4444444444444443,2
1643,2,New York,GPE,"Countries, cities, states",Positive,0.4444444444444443,2
1643,2,150 years,DATE,Absolute or relative dates or periods,Positive,0.4444444444444443,2
1643,2,un,ORG,"Companies, agencies, institutions, etc.",Positive,0.4444444444444443,2
1644,2,Clarence Day,EVENT,"Named hurricanes, battles, wars, sports events, etc.",Positive,1.0,2
1644,2,Life with Mother,WORK_OF_ART,"Titles of books, songs, etc.",Positive,1.0,2
1644,2,Day,PERSON,"People, including fictional",Positive,1.0,2
1644,2,the early 1900's,DATE,Absolute or relative dates or periods,Positive,1.0,2
1645,1,11,CARDINAL,Numerals that do not fall under another type,Negative,-0.7391304347826088,1
1645,1,only 9 volumes,QUANTITY,"Measurements, as of weight or distance",Negative,-0.7391304347826088,1
1645,1,9,CARDINAL,Numerals that do not fall under another type,Negative,-0.7391304347826088,1
1645,1,Complete Set,WORK_OF_ART,"Titles of books, songs, etc.",Negative,-0.7391304347826088,1
1645,1,10 days,DATE,Absolute or relative dates or periods,Negative,-0.7391304347826088,1
1646,2,about 5 years,DATE,Absolute or relative dates or periods,Positive,0.23076923076923078,2
1648,1,Simplistic,PERSON,"People, including fictional",Positive,0.41605839416058393,1
1648,1,101,CARDINAL,Numerals that do not fall under another type,Positive,0.41605839416058393,1
1648,1,"the ""Chicken Soup",ORG,"Companies, agencies, institutions, etc.",Positive,0.41605839416058393,1
1648,1,Chomsky,ORG,"Companies, agencies, institutions, etc.",Positive,0.41605839416058393,1
1648,1,Neitzche,ORG,"Companies, agencies, institutions, etc.",Positive,0.41605839416058393,1
1648,1,McWilliams,ORG,"Companies, agencies, institutions, etc.",Positive,0.41605839416058393,1
1649,2,first,ORDINAL,"""first"", ""second"", etc.",Positive,0.6721311475409836,2
1649,2,101,PRODUCT,"Objects, vehicles, foods, etc. (not services)",Positive,0.6721311475409836,2
1649,2,at least 15,CARDINAL,Numerals that do not fall under another type,Positive,0.6721311475409836,2
1650,1,Denis Waitley,PERSON,"People, including fictional",Negative,-0.21212121212121213,1
1650,1,Anthony Robbins,PERSON,"People, including fictional",Negative,-0.21212121212121213,1
1651,1,two,CARDINAL,Numerals that do not fall under another type,Negative,-0.21739130434782605,1
1651,1,One,CARDINAL,Numerals that do not fall under another type,Negative,-0.21739130434782605,1
1651,1,Two,CARDINAL,Numerals that do not fall under another type,Negative,-0.21739130434782605,1
1653,1,Half,CARDINAL,Numerals that do not fall under another type,Positive,0.21875000000000003,1
1653,1,these days,DATE,Absolute or relative dates or periods,Positive,0.21875000000000003,1
1654,1,Charlie Mars,WORK_OF_ART,"Titles of books, songs, etc.",Positive,0.37500000000000006,1
1655,2,first,ORDINAL,"""first"", ""second"", etc.",Negative,-0.36986301369863017,2
1656,1,dallas,GPE,"Countries, cities, states",Positive,0.5402298850574713,1
1656,1,one,CARDINAL,Numerals that do not fall under another type,Positive,0.5402298850574713,1
1656,1,40,CARDINAL,Numerals that do not fall under another type,Positive,0.5402298850574713,1
1656,1,3,CARDINAL,Numerals that do not fall under another type,Positive,0.5402298850574713,1
1657,1,TX,ORG,"Companies, agencies, institutions, etc.",Negative,-0.30434782608695654,1
1658,2,Quick Service,ORG,"Companies, agencies, institutions, etc.",Neutral,-0.008403361344537785,2
1658,2,five,CARDINAL,Numerals that do not fall under another type,Neutral,-0.008403361344537785,2
1659,1,Almost 1,CARDINAL,Numerals that do not fall under another type,Neutral,-0.1764705882352941,1
1659,1,5'3,MONEY,"Monetary values, including unit",Neutral,-0.1764705882352941,1
1659,1,125,CARDINAL,Numerals that do not fall under another type,Neutral,-0.1764705882352941,1
1659,1,at least one,CARDINAL,Numerals that do not fall under another type,Neutral,-0.1764705882352941,1
1659,1,2 weeks,DATE,Absolute or relative dates or periods,Neutral,-0.1764705882352941,1
1662,2,one,CARDINAL,Numerals that do not fall under another type,Positive,0.6923076923076922,2
1663,1,BBW,ORG,"Companies, agencies, institutions, etc.",Neutral,-0.07142857142857141,1
1663,1,hose,PERSON,"People, including fictional",Neutral,-0.07142857142857141,1
1665,2,Harry,PERSON,"People, including fictional",Neutral,-0.14942528735632188,2
1665,2,Harry,PERSON,"People, including fictional",Neutral,-0.14942528735632188,2
1665,2,Harry,PERSON,"People, including fictional",Neutral,-0.14942528735632188,2
1665,2,Harry,PERSON,"People, including fictional",Neutral,-0.14942528735632188,2
1665,2,Harry,PERSON,"People, including fictional",Neutral,-0.14942528735632188,2
1665,2,first,ORDINAL,"""first"", ""second"", etc.",Neutral,-0.14942528735632188,2
1665,2,Harry,PERSON,"People, including fictional",Neutral,-0.14942528735632188,2
1666,1,a few years,DATE,Absolute or relative dates or periods,Negative,-0.25,1
1666,1,Keep A Knockin,WORK_OF_ART,"Titles of books, songs, etc.",Negative,-0.25,1
1666,1,168,CARDINAL,Numerals that do not fall under another type,Negative,-0.25,1
1666,1,172,CARDINAL,Numerals that do not fall under another type,Negative,-0.25,1
1666,1,Original,ORG,"Companies, agencies, institutions, etc.",Negative,-0.25,1
1666,1,2,CARDINAL,Numerals that do not fall under another type,Negative,-0.25,1
1666,1,23 seconds,TIME,Times smaller than a day,Negative,-0.25,1
1666,1,2:16,CARDINAL,Numerals that do not fall under another type,Negative,-0.25,1
1667,2,Amazon.com,ORG,"Companies, agencies, institutions, etc.",Positive,0.7222222222222222,2
1667,2,One,CARDINAL,Numerals that do not fall under another type,Positive,0.7222222222222222,2
